author_type,floor,floors_count,rooms_count,total_meters,price_per_month,district,street,underground
real_estate_agent,3,5,2,69.2,129900,Мещанский,переулок Большой Головин,Сухаревская
real_estate_agent,11,18,2,90.0,130000,Аэропорт,Ленинградский проспект,Сокол
real_estate_agent,10,25,2,50.0,130000,Обручевский, Академика Челомея,Воронцовская
real_estate_agent,6,23,2,63.0,135000,Проспект Вернадского, Удальцова,Проспект Вернадского
realtor,7,7,3,85.0,135000,Беговой, 1-я Ямского Поля,Белорусская
real_estate_agent,4,22,1,43.2,135300,Даниловский,Даймонд корпус,ЗИЛ
real_estate_agent,2,8,3,75.0,135000,Басманный, Земляной Вал,Курская
real_estate_agent,18,33,3,57.6,135300,Донской,Новоданиловская набережная,Верхние котлы
real_estate_agent,12,17,2,63.9,135300,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,11,25,3,86.0,135300,Солнцево,Боровское шоссе,Говорово
real_estate_agent,2,16,1,37.0,135300,Даниловский, Архитектора Щусева,ЗИЛ
real_estate_agent,23,29,2,57.2,140000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,6,9,3,93.0,140400,,бульвар Андрея Тарковского,Рассказовка
real_estate_agent,19,24,2,62.0,139400,Филевский парк,Барклая ,Багратионовская
real_estate_agent,2,10,3,75.0,140000,Даниловский, Архитектора Щусева,ЗИЛ
real_estate_agent,20,23,1,48.6,140000,Можайский,Гжатская ,Давыдково
real_estate_agent,10,21,1,50.0,140000,Хорошевский,Хорошевское шоссе,Полежаевская
real_estate_agent,10,23,2,75.0,140000,Басманный,набережная Академика Туполева,Бауманская
real_estate_agent,4,5,2,57.0,139000,Красносельский,3-й Красносельский переулок,Красносельская
real_estate_agent,5,6,1,30.0,140000,Хамовники,Зубовская ,Парк Культуры
real_estate_agent,20,27,2,50.0,140000,Алексеевский,Староалексеевская ,Алексеевская
real_estate_agent,4,11,3,93.0,140000,,бульвар Андрея Тарковского,Рассказовка
realtor,4,21,2,38.0,140000,Хорошевский, Зорге,Зорге
realtor,4,28,2,41.0,140000,Даниловский,Дубининская ,Павелецкая
real_estate_agent,7,16,4,120.0,150000,Останкинский,2-я Новоостанкинская ,Улица Академика Королёва
real_estate_agent,19,26,2,40.2,150000,Арбат, Новый Арбат,Арбатская
real_estate_agent,5,19,2,70.0,150000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
real_estate_agent,5,18,1,45.0,150000,Филевский парк,Береговой проезд,Фили
real_estate_agent,22,39,2,58.0,150000,Раменки, Лобачевского,Аминьевская
homeowner,7,8,2,60.0,150000,Дорогомилово,Киевская ,Кутузовская
real_estate_agent,17,25,2,56.7,150900,Филевский парк,Большая Филевская ,Фили
real_estate_agent,5,5,2,58.9,150700,Сокол,Волоколамское шоссе,Сокол
real_estate_agent,12,21,2,52.3,155700,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
realtor,29,53,2,61.0,159000,Свиблово,проезд Серебрякова,Ботанический сад
real_estate_agent,8,9,2,78.0,165000,Мещанский,Малая Сухаревская площадь,Сухаревская
real_estate_agent,4,30,2,51.9,165000,Южнопортовый,Волгоградский проспект,Угрешская
real_estate_agent,27,30,1,53.0,166000,Южнопортовый,Волгоградский проспект,Угрешская
real_estate_agent,5,5,2,58.5,169000,Пресненский,Леонтьевский переулок,Тверская
real_estate_agent,8,8,2,57.6,170000,Хорошево-Мневники, Нижние Мневники,Терехово 
real_estate_agent,4,7,2,58.0,170000,Хамовники,Смоленская-Сенная площадь,Смоленская
real_estate_agent,12,25,3,93.6,170000,Фили-Давыдково, Ивана Франко,Кунцевская
real_estate_agent,12,24,3,98.0,175000,Филевский парк,Барклая ,Багратионовская
real_estate_agent,6,32,3,105.0,175000,Аэропорт,Кочновский проезд,Гражданская
real_estate_agent,10,53,3,70.0,180000,Пресненский,Шмитовский проезд,Шелепиха
real_estate_agent,5,6,3,65.0,180000,Пресненский,Малая Бронная ,Пушкинская
real_estate_agent,8,44,2,75.0,180000,Пресненский,Ходынская ,Улица 1905 года
real_estate_agent,14,40,2,48.0,180000,Хорошевский,Ленинградский проспект,ЦСКА
realtor,4,23,3,91.0,185000,Раменки, Пырьева,Поклонная
real_estate_agent,2,17,2,57.5,186400,Обручевский, Эльдара Рязанова,Новаторская
real_estate_agent,17,44,2,70.0,190000,Филевский парк,Багратионовский проезд,Фили
real_estate_agent,23,43,3,70.0,190000,Хорошево-Мневники,Шелепихинская набережная,Хорошёво
real_estate_agent,11,21,2,70.0,195000,Покровское-Стрешнево,Летная ,Спартак
real_estate_agent,4,16,3,70.0,195000,Филевский парк,Большая Филевская ,Фили
real_estate_agent,9,17,4,160.0,195000,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение
real_estate_agent,6,19,3,120.0,200000,Кунцево, Маршала Тимошенко,Крылатское
real_estate_agent,16,22,3,80.0,200000,Пресненский,Шмитовский проезд,Москва-Сити
real_estate_agent,4,7,3,70.0,200000,Якиманка,Житная ,Добрынинская
real_estate_agent,7,9,3,80.0,200000,Хамовники,Ростовская набережная,Смоленская
real_estate_agent,4,8,3,60.0,200000,Басманный, Покровка,Чистые пруды
real_estate_agent,10,22,3,110.0,200000,Пресненский,Шмитовский проезд,Москва-Сити
real_estate_agent,26,51,3,72.0,200000,Пресненский,Шмитовский проезд,Москва-Сити
real_estate_agent,17,28,3,60.0,200000,Даниловский,Дубининская ,Павелецкая
real_estate_agent,22,22,3,100.0,200000,Раменки, Пырьева,Поклонная
real_estate_agent,4,8,2,52.0,200000,Гагаринский,Ленинский проспект,Вавиловская
real_estate_agent,4,6,1,34.2,200000,Хамовники,Зубовская ,Парк Культуры
real_estate_agent,5,13,2,70.0,200000,Пресненский,Большая Садовая ,Маяковская
real_estate_agent,14,21,2,86.0,200000,Академический, Дмитрия Ульянова,Академическая
real_estate_agent,10,34,3,127.0,200000,Аэропорт,Кочновский проезд,Гражданская
real_estate_agent,12,29,2,72.9,200000,Раменки,Мосфильмовская ,Ломоносовский проспект
homeowner,21,25,3,90.5,200000,Лефортово,проезд Невельского,Авиамоторная
real_estate_agent,21,29,3,76.0,203000,Филевский парк,Береговой проезд,Фили
real_estate_agent,4,8,3,82.0,210000,Басманный,набережная Академика Туполева,Бауманская
real_estate_agent,8,21,3,65.0,220000,Беговой,Ленинградский проспект,Динамо
real_estate_agent,4,13,2,59.0,220000,Филевский парк, Василисы Кожиной,Парк Победы
real_estate_agent,42,78,2,72.0,230000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,17,20,3,73.0,230000,Филевский парк,Большая Филевская ,Фили
real_estate_agent,4,22,4,158.0,230000,Раменки,Мичуринский проспект,Раменки
real_estate_agent,18,20,3,76.0,230000,Филевский парк,Большая Филевская ,Фили
real_estate_agent,18,40,1,42.0,230000,Хорошевский,Ленинградский проспект,Аэропорт
real_estate_agent,48,85,2,68.0,235000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,17,28,3,80.0,240000,Филевский парк, Василисы Кожиной,Парк Победы
real_estate_agent,27,62,2,62.0,240000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,19,22,3,100.0,239000,Раменки,Минская ,Ломоносовский проспект
real_estate_agent,7,11,3,70.3,250000,Тверской, Каретный Ряд,Маяковская
real_estate_agent,3,33,4,200.0,250000,Обручевский, Воронцовские Пруды,Воронцовская
real_estate_agent,2,8,2,55.0,250000,Якиманка,Софийская набережная,Новокузнецкая
real_estate_agent,6,7,4,80.0,250000,Тверской,Цветной бульвар,Цветной бульвар
realtor,7,8,2,49.8,255000,Якиманка,Софийская набережная,Новокузнецкая
real_estate_agent,33,40,3,134.0,270000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,8,15,1,70.0,270000,Хамовники,Малая Пироговская ,Спортивная
real_estate_agent,27,36,3,80.0,280000,Обручевский,Ленинский проспект,Новаторская
real_estate_agent,8,13,3,80.0,280000,Хорошевский, Зорге,Полежаевская
real_estate_agent,33,78,2,72.0,280000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,7,24,4,130.0,280000,Хорошевский, Авиаконструктора Сухого,ЦСКА
real_estate_agent,6,17,5,180.0,280000,Черемушки, Гарибальди,Новые Черёмушки
real_estate_agent,5,9,3,78.0,280000,Пресненский,Малый Патриарший переулок,Маяковская
real_estate_agent,4,7,3,136.0,290000,Хамовники,7-й Ростовский переулок,Киевская
real_estate_agent,70,78,2,76.0,290000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,14,34,2,51.0,299000,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,42,68,3,102.0,300000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,14,19,3,90.0,300000,Красносельский,переулок Докучаев,Площадь трёх вокзалов
real_estate_agent,12,19,2,112.0,300000,Раменки,Ломоносовский проспект,Университет
real_estate_agent,2,19,3,120.0,300000,Раменки,Ломоносовский проспект,Университет
real_estate_agent,41,78,3,92.0,300000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,5,31,2,154.0,300000,Очаково-Матвеевское,Нежинская ,Давыдково
real_estate_agent,16,41,2,70.0,300000,Хорошевский,Ленинградский проспект,Аэропорт
real_estate_agent,4,7,3,86.0,300000,Хорошевский,Ленинградский проспект,Аэропорт
real_estate_agent,32,44,3,200.0,300000,Фили-Давыдково,Давыдковская ,Славянский бульвар
real_estate_agent,1,9,3,115.0,300000,Тверской, Малая Дмитровка,Пушкинская
real_estate_agent,3,8,3,115.0,320000,Мещанский,Большой Сухаревский переулок,Сухаревская
real_estate_agent,23,78,3,82.0,320000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,29,78,2,76.0,330000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,5,20,3,87.0,340000,Пресненский,Мантулинская ,Москва-Сити
real_estate_agent,9,16,4,140.0,350000,Пресненский,Студенецкий переулок,Улица 1905 года
real_estate_agent,4,8,3,78.0,350000,Якиманка,Софийская набережная,Новокузнецкая
real_estate_agent,18,31,3,150.0,350000,Очаково-Матвеевское,Нежинская ,Минская
real_estate_agent,7,7,3,137.0,350000,Арбат,Новинский бульвар,Баррикадная
real_estate_agent,7,7,3,130.0,350000,Арбат,Новинский бульвар,Баррикадная
real_estate_agent,5,7,3,70.0,349900,Пресненский,Никитский бульвар,Арбатская
real_estate_agent,3,13,3,134.5,350000,Замоскворечье,Мытная ,Серпуховская
real_estate_agent,17,21,3,140.0,350000,Красносельский,Грохольский переулок,Проспект Мира
real_estate_agent,6,15,4,170.0,350000,Пресненский,Зоологическая ,Баррикадная
real_estate_agent,7,8,4,120.0,350000,Пресненский,Малая Бронная ,Маяковская
real_estate_agent,62,78,2,60.0,350000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,16,17,4,140.0,350000,Покровское-Стрешнево,Волоколамское шоссе,Щукинская
real_estate_agent,4,27,4,133.0,360000,Раменки,Мичуринский проспект,Ломоносовский проспект
real_estate_agent,5,5,5,162.0,370000,Тверской,2-й Колобовский переулок,Цветной бульвар
real_estate_agent,7,17,4,134.0,370000,Арбат, Новый Арбат,Смоленская
real_estate_agent,32,40,3,126.0,370000,Щукино,Авиационная ,Щукинская
real_estate_agent,58,75,2,105.0,400000,Пресненский,1-й Красногвардейский проезд,Деловой центр
real_estate_agent,23,75,3,234.0,400000,Пресненский,набережная Пресненская,Деловой центр
real_estate_agent,3,7,3,160.0,400000,Тверской,Тверская ,Маяковская
real_estate_agent,6,8,3,143.0,400000,Тверской,Тверская ,Охотный ряд
real_estate_agent,7,11,3,130.0,400000,Тверской,Лесная ,Белорусская
real_estate_agent,2,8,3,110.0,400000,Арбат, Арбат,Смоленская
real_estate_agent,48,95,2,74.0,420000,Пресненский,набережная Пресненская,Деловой центр
real_estate_agent,44,78,3,110.0,420000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,3,12,4,149.0,440000,Якиманка, Большая Якиманка,Октябрьская
real_estate_agent,7,8,3,98.0,450000,Дорогомилово,Студенческая ,Студенческая
real_estate_agent,8,22,3,140.0,450000,Красносельский,Грохольский переулок,Проспект Мира
real_estate_agent,2,6,3,136.0,450000,Замоскворечье,Садовническая набережная,Новокузнецкая
real_estate_agent,13,32,3,86.7,450000,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,7,8,3,130.0,450000,Даниловский,2-й Павелецкий проезд,Крестьянская застава
real_estate_agent,2,3,2,80.0,470000,Басманный, Маросейка,Китай-город
real_estate_agent,4,4,4,140.0,490000,Пресненский,Богословский переулок,Тверская
real_estate_agent,3,18,3,110.0,500000,Пресненский,2-я Звенигородская ,Улица 1905 года
real_estate_agent,3,7,5,177.0,500000,Басманный,Чистопрудный бульвар,Чистые пруды
real_estate_agent,3,15,3,91.4,500000,Пресненский,2-я Звенигородская ,Улица 1905 года
real_estate_agent,3,3,1,110.0,500000,Басманный, Маросейка,Китай-город
real_estate_agent,6,6,2,100.0,520000,Пресненский,Спиридоньевский переулок,Пушкинская
real_estate_agent,4,6,3,138.0,540000,Тверской,1-й Колобовский переулок,Трубная
real_estate_agent,55,78,3,143.0,550000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,20,34,3,110.0,570000,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,6,6,2,165.0,590000,Беговой, 3-я Ямского Поля,Белорусская
real_estate_agent,26,36,3,123.0,650000,Беговой,Ленинградский проспект,Динамо
real_estate_agent,3,7,3,165.0,650000,Пресненский,Малый Козихинский переулок,Пушкинская
real_estate_agent,7,9,3,186.7,700000,Басманный,Подсосенский переулок,Курская
real_estate_agent,2,11,2,148.0,750000,Хамовники, Усачева,Фрунзенская
real_estate_agent,3,8,4,152.0,750000,Арбат, Малая Молчановка,Арбатская
real_estate_agent,5,6,4,455.0,795000,Покровское-Стрешнево,Береговая ,Стрешнево
real_estate_agent,9,15,4,150.0,800000,Хамовники, Усачева,Спортивная
real_estate_agent,10,10,3,150.0,800000,Хамовники,Малая Пироговская ,Спортивная
real_estate_agent,52,85,3,189.0,830000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,6,21,3,127.1,850000,Пресненский, Костикова,Улица 1905 года
real_estate_agent,7,13,4,247.0,950000,Хамовники,1-й Неопалимовский переулок,Парк Культуры
real_estate_agent,5,5,5,192.0,1012167,Хамовники,Большой Знаменский переулок,Кропоткинская
real_estate_agent,2,5,3,182.0,1100000,Хамовники,1-й Зачатьевский переулок,Кропоткинская
real_estate_agent,4,4,5,390.0,1300000,Арбат, Арбат,Смоленская
real_estate_agent,4,4,5,390.0,1300000,Арбат, Арбат,Смоленская
real_estate_agent,5,6,5,274.0,1300000,Хамовники,Молочный переулок,Парк Культуры
real_estate_agent,2,7,5,380.1,1322513,Очаково-Матвеевское,Староволынская ,Матвеевская
real_estate_agent,1,7,3,167.0,1400000,Хамовники, Льва Толстого,Парк Культуры
real_estate_agent,10,10,4,250.0,1600000,Тверской, Фадеева,Новослободская
real_estate_agent,4,8,3,151.1,1675184,Пресненский,Большой Козихинский переулок,Маяковская
real_estate_agent,8,8,3,170.0,1700000,Хамовники, Усачева,Спортивная
homeowner,4,4,2,55.5,100000,Пресненский, Трехгорный Вал,Улица 1905 года
homeowner,2,5,1,32.0,50000,Перово,Перовская ,Перово
real_estate_agent,5,5,1,35.0,30000,Восточный, Главная,Щёлковская
realtor,6,9,1,30.0,40000,Ивановское, Сталеваров,Новогиреево
realtor,1,9,1,36.0,40000,Чертаново Центральное,Днепропетровская ,Южная
realtor,4,17,1,38.0,40000,Некрасовка,проспект Защитников Москвы,Некрасовка
realtor,2,5,1,25.0,40000,Перово, Лазо,Перово
unknown,1,5,2,40.0,40000,Свиблово,Ивовая ,Свиблово
realtor,6,16,1,23.0,40000,, Василия Ощепкова,Новомосковская
homeowner,4,5,1,33.0,42000,Перово, Плеханова,Перово
real_estate_agent,4,23,1,30.0,43000,Некрасовка, Маресьева,Некрасовка
real_estate_agent,11,14,1,41.0,45000,Люблино,Совхозная ,Люблино
real_estate_agent,1,9,1,30.0,45000,, Солнечная,Рассказовка
real_estate_agent,8,14,1,22.0,45000,Марфино,Ботаническая ,Окружная
real_estate_agent,2,14,1,30.0,45000,,бульвар Скандинавский,Потапово
homeowner,2,3,1,35.0,45000,,,Прокшино
unknown,1,5,2,40.0,45000,Кунцево,Оршанская ,Молодёжная
homeowner,4,9,1,22.0,45000,Преображенское,Халтуринская ,Бульвар Рокоссовского
realtor,1,3,1,17.9,45000,Бескудниковский,Дмитровское шоссе,Селигерская
realtor,7,9,1,33.0,45000,Строгино, Маршала Катукова,Строгино
real_estate_agent,17,25,1,34.1,46000,,,Коммунарка
homeowner,12,19,1,20.0,46000,Митино,Муравская ,Пятницкое шоссе
realtor,6,15,1,36.0,47000,Царицыно,Пролетарский проспект,Кантемировская
unknown,20,25,1,34.0,47000,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,6,12,1,38.0,48000,Савёлки,Зеленоград,Зеленоград — Крюково
real_estate_agent,13,15,1,36.3,48000,Молжаниновский,Ленинградское шоссе,Молжаниново
realtor,14,16,1,37.0,49000,Дмитровский,Лобненская ,
real_estate_agent,8,14,2,47.0,50000,Гольяново,Байкальская ,Щёлковская
real_estate_agent,17,17,1,40.0,50000,Крылатское,Осенний бульвар,Крылатское
realtor,2,5,2,45.0,50000,Кузьминки,Волгоградский проспект,Кузьминки
realtor,4,9,1,35.7,50000,Печатники, Гурьянова,Печатники
realtor,4,17,1,40.0,50000,Покровское-Стрешнево, Малая Набережная,Тушинская
realtor,3,9,1,32.0,50000,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение
homeowner,14,19,1,46.6,50000,, Бачуринская,Коммунарка
realtor,6,9,1,32.2,50000,Чертаново Центральное, Красного Маяка,Пражская
homeowner,5,5,1,32.0,50000,Богородское,Открытое шоссе,Бульвар Рокоссовского
homeowner,4,9,1,18.0,50000,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская
realtor,5,13,1,34.3,50000,Молжаниновский,Ленинградское шоссе,Новоподрезково
realtor,11,25,1,21.7,50000,Солнцево,Боровское шоссе,Мещерская
unknown,6,7,1,52.9,50000,Куркино,Воротынская ,Планерная
realtor,7,17,1,38.0,51000,Северное Измайлово,Щелковское шоссе,Щёлковская
homeowner,11,17,1,20.0,51000,, Александры Монаховой,Потапово
realtor,3,5,2,44.0,52000,Кузьминки,Волжский бульвар,Волжская
realtor,19,22,1,38.6,52000,Бескудниковский,Дубнинская ,Дегунино
realtor,4,17,1,38.0,52000,Марьино,Люблинская ,Марьино
real_estate_agent,15,22,1,37.0,52000,Чертаново Южное,3-й Дорожный проезд,Улица Академика Янгеля
real_estate_agent,2,15,1,33.0,53000,, Василия Ощепкова,Новомосковская
homeowner,10,12,1,41.0,53000,Нагатинский затон,Затонная ,Кленовый бульвар
realtor,17,23,1,25.0,53990,, Анны Ахматовой,Рассказовка
realtor,2,17,1,25.0,55000,Текстильщики,1-й Грайвороновский проезд,Текстильщики
realtor,2,9,1,36.0,55000,Котловка,Нахимовский проспект,Нахимовский проспект
realtor,11,17,2,54.0,55000,Ново-Переделкино,Лукинская ,Новопеределкино
real_estate_agent,3,12,2,37.0,55000,Новогиреево,Коренная ,Перово
realtor,1,16,1,36.5,55000,Бибирево, Корнейчука,Бибирево
real_estate_agent,12,14,1,41.0,55000,Митино,Митинская ,Митино
real_estate_agent,2,5,2,44.0,55000,Аэропорт,Часовая ,Красный Балтиец
real_estate_agent,2,6,1,20.0,55000,Марфино,Гостиничный проезд,Окружная
realtor,5,17,1,38.0,55000,Южное Бутово,Скобелевская ,Улица Скобелевская
realtor,9,9,2,47.0,55000,Северное Тушино, Свободы,Планерная
real_estate_agent,9,9,2,40.1,55000,Южное Тушино,Туристская ,Сходненская
real_estate_agent,2,17,1,35.0,55000,Можайский,Сколковское шоссе,Сетунь
realtor,4,16,1,37.8,55000,Строгино,Таллинская ,Строгино
realtor,4,5,1,29.8,55000,Ивановское,Федеративный проспект,Новогиреево
homeowner,3,12,1,34.8,55000,Зюзино,Болотниковская ,Нахимовский проспект
homeowner,7,14,1,36.3,55000,Молжаниновский,Ленинградское шоссе,Молжаниново
realtor,17,26,1,36.0,55000,, Родниковая,Саларьево
realtor,8,17,1,38.0,55000,Дмитровский,Ангарская ,Яхромская
unknown,18,25,1,38.0,55000,Хорошево-Мневники, Берзарина,Октябрьское поле
realtor,6,9,1,32.0,55000,Сокольники, Шумкина,Сокольники
homeowner,4,12,1,36.0,55000,Западное Дегунино,Коровинское шоссе,Грачёвская
realtor,3,9,2,56.0,57000,Ясенево,Голубинская ,Ясенево
real_estate_agent,10,19,2,56.0,57000,Некрасовка, Вертолетчиков,Некрасовка
homeowner,23,25,1,20.0,57000,Бабушкинский,Кольская ,Свиблово
real_estate_agent,9,9,1,34.0,58000,Соколиная гора,проспект Буденного,Семёновская
realtor,17,17,1,40.0,58000,Черемушки, Цюрупы,Новые Черёмушки
homeowner,14,16,2,50.0,59000,Капотня,5-й кв-л,Братиславская
homeowner,6,12,1,34.1,59000,Марьино,Перервинский бульвар,Братиславская
real_estate_agent,2,12,1,46.0,60000,,бульвар Андрея Тарковского,Рассказовка
real_estate_agent,7,23,1,40.0,60000,Кунцево,Ярцевская ,Молодёжная
real_estate_agent,2,17,2,63.0,60000,Бибирево, Пришвина,Бибирево
real_estate_agent,20,33,1,25.0,60000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,2,5,3,56.6,60000,Метрогородок,Открытое шоссе,Бульвар Рокоссовского
realtor,14,20,1,40.0,60000,Соколиная гора, 5-я Соколиной Горы,Соколиная гора
realtor,4,16,1,36.0,60000,Измайлово,Первомайская ,Измайловская
real_estate_agent,5,12,2,40.0,60000,Гольяново,Уральская ,Щёлковская
realtor,12,12,2,50.0,60000,Можайский, Толбухина,Сетунь
realtor,3,9,2,47.0,60000,Ясенево,Литовский бульвар,Ясенево
realtor,6,12,2,52.0,60000,Солнцево,Солнцевский проспект,Солнцево
unknown,14,17,1,39.0,60000,Зябликово, Мусы Джалиля,Борисово
homeowner,6,17,1,24.0,60000,Текстильщики,1-й Грайвороновский проезд,Текстильщики
homeowner,3,12,1,35.0,60000,Соколиная гора,Большая Семеновская ,Электрозаводская
homeowner,10,17,2,40.0,60000,Щукино,Живописная ,Щукинская
realtor,11,12,2,53.0,60000,Лианозово,Илимская ,Алтуфьево
realtor,2,8,1,33.0,60000,Академический,Нахимовский проспект,Профсоюзная
homeowner,8,17,1,33.0,60000,, Василия Ощепкова,Новомосковская
realtor,3,23,1,35.0,60000,Чертаново Южное,Варшавское шоссе,Лесопарковая
homeowner,6,12,2,46.0,60000,Северное Медведково,проезд Шокальского,Медведково
homeowner,5,23,1,37.0,60000,Южное Бутово,Старокрымская ,Улица Скобелевская
homeowner,6,22,2,57.9,60000,Ховрино, Ляпидевского,Грачёвская
realtor,5,9,2,65.0,62000,,,Потапово
realtor,2,12,2,50.0,63000,Можайский, Вересаева,Давыдково
real_estate_agent,12,16,2,57.0,63000,Западное Дегунино,Базовская ,Грачёвская
realtor,8,17,1,31.8,63000,, Александры Монаховой,Потапово
realtor,3,5,2,44.0,63000,Нагорный,Симферопольский проезд,Нагорная
realtor,6,12,1,35.0,64000,Пресненский,Шелепихинская набережная,Шелепиха
real_estate_agent,20,22,1,40.0,65000,, Родниковая,Саларьево
real_estate_agent,6,10,1,18.0,65000,Проспект Вернадского,проспект Вернадского,Проспект Вернадского
realtor,11,17,1,40.0,65000,Свиблово,проезд Русанова,Свиблово
real_estate_agent,3,5,3,56.0,65000,Алексеевский, Кибальчича,ВДНХ
realtor,5,5,1,37.0,65000,Донской,Загородное шоссе,Крымская
realtor,2,24,1,41.0,65000,Фили-Давыдково, Герасима Курина,Славянский бульвар
real_estate_agent,10,12,2,51.2,65000,Ивановское,Челябинская ,Первомайская
realtor,17,22,1,25.0,65000,Богородское,Открытое шоссе,Бульвар Рокоссовского
realtor,11,16,2,51.7,65000,Северное Медведково,Заревый проезд,Медведково
real_estate_agent,3,12,2,39.0,65000,Нагорный,Криворожская ,Нагорная
homeowner,7,12,2,47.2,65000,Новогиреево,Зеленый проспект,Новогиреево
unknown,12,28,1,24.0,65000,Ховрино,Клинская ,Грачёвская
homeowner,12,18,1,42.7,65000,,проспект Куприна,Потапово
unknown,10,14,1,40.4,65000,Марьино,Новочеркасский бульвар,Марьино
unknown,11,17,1,40.0,65000,Отрадное, Декабристов,Отрадное
realtor,3,17,1,40.0,65000,, Эдварда Грига,Потапово
realtor,14,53,1,22.6,65000,Свиблово,проезд Серебрякова,Ботанический сад
homeowner,1,14,1,40.2,65000,Северное Бутово, Грина,Бульвар Дмитрия Донского
realtor,11,19,1,40.0,65000,Чертаново Южное,Варшавское шоссе,Лесопарковая
real_estate_agent,6,9,2,44.3,67000,Строгино, Маршала Катукова,Строгино
realtor,11,14,2,79.0,67000,,,Силикатная
realtor,2,17,2,60.0,68000,Некрасовка,проспект Защитников Москвы,Некрасовка
homeowner,5,8,1,35.0,68500,Донской,Варшавское шоссе,Верхние котлы
homeowner,13,33,1,25.0,69999,Рязанский, Михайлова,Окская
realtor,13,19,1,42.0,70000,,проспект Прокшинский,Прокшино
real_estate_agent,9,10,2,56.0,70000,Южное Бутово,Южнобутовская ,Бульвар Адмирала Ушакова
real_estate_agent,12,16,1,43.2,70000,Соколиная гора,Щербаковская ,Измайлово
real_estate_agent,3,9,1,31.0,70000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,9,17,1,45.0,70000,Рязанский, Паперника,Вешняки
real_estate_agent,2,5,1,32.0,70000,Марфино,Гостиничная ,Окружная
real_estate_agent,10,33,1,45.0,70000,Нижегородский,Новохохловская ,Калитники
real_estate_agent,11,25,1,32.0,70000,Нижегородский,Рязанский проспект,Нижегородская
real_estate_agent,8,25,1,46.3,70000,, Саларьевская,Саларьево
real_estate_agent,2,9,2,44.2,70000,Теплый Стан,Профсоюзная ,Тёплый Стан
real_estate_agent,14,19,2,55.0,70000,Молжаниновский,Синявинская ,Новоподрезково
realtor,4,5,2,44.0,70000,Беговой,Скаковая ,Динамо
real_estate_agent,3,8,1,25.0,70000,Преображенское,Электрозаводская ,Электрозаводская
realtor,12,12,1,39.0,70000,Нагатинский затон,Коломенская ,Нагатинский Затон
real_estate_agent,18,25,1,50.0,70000,Митино,Митинская ,Волоколамская
realtor,11,17,3,78.0,70000,, Бианки,Рассказовка
realtor,14,24,1,40.0,70000,Обручевский, Новаторов,Новаторская
realtor,8,9,2,49.0,70000,Печатники, Кухмистерова,Люблино
realtor,2,24,1,40.0,70000,Строгино, Твардовского,Строгино
homeowner,8,12,2,40.0,70000,Выхино-Жулебино, Академика Скрябина,Рязанский проспект
unknown,22,22,1,42.2,70000,, Анны Ахматовой,Рассказовка
homeowner,7,14,2,49.7,70000,Коптево,Новопетровская ,Красный Балтиец
homeowner,23,25,1,50.0,70000,Северное Тушино, Свободы,Планерная
homeowner,8,17,2,64.0,70000,Некрасовка, Ухтомского Ополчения,Некрасовка
homeowner,12,12,2,53.6,70000,Южное Бутово,Южнобутовская ,Улица Горчакова
homeowner,2,8,1,26.0,70000,Южнопортовый,Волгоградский проспект,Угрешская
real_estate_agent,3,9,1,33.0,72000,Хамовники,Большой Саввинский переулок,Спортивная
real_estate_agent,15,17,2,52.0,72000,Марьино,Братиславская ,Братиславская
homeowner,5,10,1,38.0,72000,Лефортово, Золоторожский Вал,Серп и Молот
unknown,2,16,1,39.0,72000,Лефортово,Самокатная ,Площадь Ильича
,3,16,1,40.0,73000,Нагатинский затон,Коломенская набережная,Нагатинский Затон
